window_id,method,start_idx,end_idx,start_time,end_time,center_time,event_id,event_start_time,event_end_time,num_points,event_coverage
1,event_guided,0,182,60075.5,60292.69999999947,60112.69999999991,1,60105.49999999993,60119.89999999989,182,0.12637362637362637
2,event_guided,28,329,60109.09999999992,60469.099999999045,60289.09999999948,2,60281.8999999995,60296.299999999464,301,0.07641196013289037
3,event_guided,299,600,60434.29999999913,60794.29999999826,60614.29999999869,3,60609.499999998705,60619.09999999868,301,0.09634551495016612
4,event_guided,364,664,60512.29999999894,60871.09999999807,60691.699999998506,4,60686.29999999852,60697.09999999849,300,0.09666666666666666
5,event_guided,404,704,60560.299999998824,60919.099999997954,60739.69999999839,5,60734.2999999984,60745.099999998376,300,0.09666666666666666
6,event_guided,590,891,60783.49999999828,61143.49999999741,60963.499999997846,6,60959.899999997855,60967.09999999784,301,0.07973421926910298
7,event_guided,635,935,60837.49999999815,61196.29999999728,61016.89999999772,7,61013.899999997724,61019.89999999771,300,0.08
8,event_guided,726,1027,60946.69999999789,61306.699999997014,61126.69999999745,8,61120.699999997465,61132.699999997436,301,0.1461794019933555
9,event_guided,848,1148,61093.09999999753,61451.89999999666,61272.4999999971,9,61261.099999997125,61283.89999999707,300,0.12666666666666668
10,event_guided,971,1272,61240.699999997174,61600.6999999963,61420.69999999674,10,61417.099999996746,61424.29999999673,301,0.10631229235880399
11,event_guided,1000,1301,61275.49999999709,61635.49999999622,61455.49999999665,11,61453.09999999666,61457.89999999665,301,0.0664451827242525
12,event_guided,1246,1546,61570.699999996374,61929.4999999955,61750.09999999594,12,61747.099999995946,61753.09999999593,300,0.08333333333333333
13,event_guided,1292,1593,61625.89999999624,61985.89999999537,61805.8999999958,13,61801.099999995815,61810.69999999579,301,0.10631229235880399
14,event_guided,1337,1638,61679.89999999611,62039.899999995236,61859.89999999567,14,61857.49999999568,61862.29999999567,301,0.14285714285714285
15,event_guided,1345,1646,61689.499999996086,62049.49999999521,61869.49999999565,15,61867.099999995655,61871.89999999564,301,0.14285714285714285
16,event_guided,1409,1710,61766.2999999959,62126.299999995026,61946.29999999546,16,61942.69999999547,61949.899999995454,301,0.15614617940199335
17,event_guided,1472,1773,61841.899999995716,62201.89999999484,62021.89999999528,17,62015.899999995294,62027.899999995265,301,0.12624584717607973
18,event_guided,1519,1819,61898.29999999558,62257.09999999471,62077.699999995144,18,62072.29999999516,62083.09999999513,300,0.09333333333333334
19,event_guided,1731,2032,62152.69999999496,62512.69999999409,62332.699999994526,19,62330.29999999453,62335.09999999452,301,0.053156146179401995
20,event_guided,1835,2136,62277.49999999466,62637.499999993786,62457.49999999422,20,62451.49999999424,62463.49999999421,301,0.08637873754152824
21,event_guided,1910,2210,62367.49999999444,62726.29999999357,62546.899999994006,21,62542.699999994016,62551.099999993996,300,0.11
22,event_guided,1988,2289,62461.099999994214,62821.09999999334,62641.09999999378,22,62636.29999999379,62645.899999993766,301,0.11295681063122924
