window_id,method,start_idx,end_idx,start_time,end_time,center_time,event_id,event_start_time,event_end_time,num_points,event_coverage
1,fixed,0,300,50452.76,50811.55999999913,50632.15999999957,,,,300,0.22333333333333333
2,fixed,100,400,50572.75999999971,50931.55999999884,50752.159999999276,,,,300,0.26
3,fixed,200,500,50692.75999999942,51051.55999999855,50872.159999998985,,,,300,0.20333333333333334
4,fixed,300,600,50812.75999999913,51171.55999999826,50992.159999998694,,,,300,0.17666666666666667
5,fixed,400,700,50932.75999999884,51291.55999999797,51112.1599999984,,,,300,0.18666666666666668
6,fixed,500,800,51052.75999999855,51411.55999999768,51232.15999999811,,,,300,0.23333333333333334
7,fixed,600,900,51172.759999998256,51531.559999997386,51352.15999999782,,,,300,0.21
8,fixed,700,1000,51292.759999997965,51651.559999997095,51472.15999999753,,,,300,0.17666666666666667
9,fixed,800,1100,51412.759999997674,51771.5599999968,51592.15999999724,,,,300,0.09
10,fixed,900,1200,51532.75999999738,51891.55999999651,51712.15999999695,,,,300,0.09
11,fixed,1000,1300,51652.75999999709,52011.55999999622,51832.15999999666,,,,300,0.08
12,fixed,1100,1400,51772.7599999968,52131.55999999593,51952.159999996366,,,,300,0.14
13,fixed,1200,1500,51892.75999999651,52251.55999999564,52072.159999996074,,,,300,0.12666666666666668
14,fixed,1300,1600,52012.75999999622,52371.55999999535,52192.15999999578,,,,300,0.16
15,fixed,1400,1700,52132.75999999593,52491.55999999506,52312.15999999549,,,,300,0.22
16,fixed,1500,1800,52252.75999999564,52611.559999994766,52432.1599999952,,,,300,0.30666666666666664
17,fixed,1600,1900,52372.759999995345,52731.559999994475,52552.15999999491,,,,300,0.35
18,fixed,1700,2000,52492.759999995054,52851.559999994184,52672.15999999462,,,,300,0.3233333333333333
19,fixed,1800,2100,52612.75999999476,52971.55999999389,52792.15999999433,,,,300,0.31
20,fixed,1900,2200,52732.75999999447,53091.5599999936,52912.15999999404,,,,300,0.28
21,fixed,2000,2300,52852.75999999418,53211.55999999331,53032.159999993746,,,,300,0.22666666666666666
22,fixed,2100,2400,52972.75999999389,53331.55999999302,53152.159999993455,,,,300,0.19333333333333333
23,fixed,2200,2500,53092.7599999936,53451.55999999273,53272.159999993164,,,,300,0.15333333333333332
24,fixed,2300,2600,53212.75999999331,53571.55999999244,53392.15999999287,,,,300,0.11666666666666667
25,fixed,2400,2700,53332.75999999302,53691.55999999215,53512.15999999258,,,,300,0.10666666666666667
26,fixed,2500,2800,53452.759999992726,53811.559999991856,53632.15999999229,,,,300,0.1
27,fixed,2600,2900,53572.759999992435,53931.559999991565,53752.159999992,,,,300,0.15
28,fixed,2700,3000,53692.759999992144,54051.559999991274,53872.15999999171,,,,300,0.17333333333333334
29,fixed,2800,3100,53812.75999999185,54171.55999999098,53992.15999999142,,,,300,0.12666666666666668
30,fixed,2900,3200,53932.75999999156,54291.55999999069,54112.15999999113,,,,300,0.11
31,fixed,3000,3300,54052.75999999127,54411.5599999904,54232.159999990836,,,,300,0.03666666666666667
32,fixed,3100,3400,54172.75999999098,54531.55999999011,54352.159999990545,,,,300,0.03666666666666667
33,fixed,3200,3500,54292.75999999069,54651.55999998982,54472.159999990254,,,,300,0.0
34,fixed,3300,3600,54412.7599999904,54771.55999998953,54592.15999998996,,,,300,0.10666666666666667
35,fixed,3400,3700,54532.75999999011,54891.55999998924,54712.15999998967,,,,300,0.17333333333333334
