Feature,ClassA,ClassB,N_A,N_B,Mean_A,Mean_B,Median_A,Median_B,MannWhitney_p,CohenD,CliffsDelta,FDR_q,AbsCliffsDelta,AbsCohenD
VMD_Reconstructed_EmbeddingDim__mean,0,1,7,8,3.648609991648933,3.936437541197562,3.6610169491525424,3.9201514269073963,0.0037296037296037296,-2.0294662927194125,-0.8571428571428571,0.30665630665630667,0.8571428571428571,2.0294662927194125
Pressure_Clean_PS_Eig2__median,0,1,7,8,2.073638732702507,4.471828619105612,2.001102934623629,3.731900276020011,0.0037296037296037296,-1.5405505775097967,-0.8571428571428571,0.30665630665630667,0.8571428571428571,1.5405505775097967
Pressure_Clean_PS_LogVolume__median,0,1,7,8,2.035845909196099,4.670492752555084,1.5688023915249067,4.537916361977871,0.005905205905205905,-1.6307804064443212,-0.8214285714285714,0.30665630665630667,0.8214285714285714,1.6307804064443212
VMD_Reconstructed_Skewness__std,0,1,7,8,0.7864999068608254,1.1757867265944912,0.7578559039352696,1.0464013953869442,0.005905205905205905,-1.5725130352869692,-0.8214285714285714,0.30665630665630667,0.8214285714285714,1.5725130352869692
VMD_Mode4_PermEn__median,0,1,7,8,0.962171020952158,0.9743701298657985,0.9646899882834168,0.9729401009938317,0.005905205905205905,-1.3949551417187818,-0.8214285714285714,0.30665630665630667,0.8214285714285714,1.3949551417187818
Pressure_Clean_Kurtosis__median,0,1,7,8,4.707466295413971,6.966401824526024,4.9132845169593615,6.379195928647513,0.005905205905205905,-1.366528770753872,-0.8214285714285714,0.30665630665630667,0.8214285714285714,1.366528770753872
VMD_Reconstructed_RQA_L_max__std,0,1,7,8,10.17252191834964,14.412074105738514,10.308431804723355,14.247038628009637,0.009324009324009324,-1.893781247235433,-0.7857142857142857,0.30665630665630667,0.7857142857142857,1.893781247235433
VMD_Reconstructed_PS_LogVolume__median,0,1,7,8,1.4973229079989878,3.888396864089028,1.2956381684706444,3.4976292387585928,0.009324009324009324,-1.5405855558461685,-0.7857142857142857,0.30665630665630667,0.7857142857142857,1.5405855558461685
VMD_Reconstructed_EmbeddedVectors__median,0,1,7,8,281.7142857142857,278.625,281.0,279.0,0.01181793995709813,1.4226132982635624,0.7857142857142857,0.30665630665630667,0.7857142857142857,1.4226132982635624
VMD_Reconstructed_Diff_MAD__median,0,1,7,8,0.13288776582729506,0.08084633760317943,0.1197938810785867,0.0854786224234953,0.009324009324009324,1.369851105620935,0.7857142857142857,0.30665630665630667,0.7857142857142857,1.369851105620935
Pressure_Clean_PS_MeanStep__median,0,1,7,8,0.8848902062177737,1.1375321863431866,0.93529049164199,1.0788980774936203,0.009324009324009324,-1.3336915728325482,-0.7857142857142857,0.30665630665630667,0.7857142857142857,1.3336915728325482
Pressure_Clean_PS_StepStd__median,0,1,7,8,0.570796758305273,0.8943506860068458,0.6090229293459279,0.7961125202298601,0.009324009324009324,-1.3192200994751273,-0.7857142857142857,0.30665630665630667,0.7857142857142857,1.3192200994751273
Pressure_Clean_PS_TrajectoryLength__median,0,1,7,8,245.35720369693288,315.33052936561745,259.05760430761586,300.84533622116373,0.009324009324009324,-1.313745196018695,-0.7857142857142857,0.30665630665630667,0.7857142857142857,1.313745196018695
VMD_Reconstructed_PS_StateSpread__mean,0,1,7,8,2.640056091606245,3.6222352070500805,2.727428888925667,3.8307322726401063,0.013986013986013986,-1.7145595827226412,-0.75,0.30665630665630667,0.75,1.7145595827226412
VMD_Reconstructed_PS_LogVolume__mean,0,1,7,8,2.144919704573063,4.610788978241321,2.232146883683458,4.772142103371357,0.013986013986013986,-1.703037983211068,-0.75,0.30665630665630667,0.75,1.703037983211068
Pressure_Clean_PS_StateSpread__median,0,1,7,8,2.4933391325132397,3.2785183000436913,2.3220003123864834,3.3762154762611685,0.013986013986013986,-1.5685768537842844,-0.75,0.30665630665630667,0.75,1.5685768537842844
VMD_Reconstructed_PS_Eig2__mean,0,1,7,8,3.3150121965312462,7.957324377400414,3.670515694997531,7.519800766717934,0.013986013986013986,-1.5178216893171634,-0.75,0.30665630665630667,0.75,1.5178216893171634
VMD_Reconstructed_PS_StateSpread__median,0,1,7,8,2.2833454475253765,3.0154782122222237,2.1847210997697544,2.919120482630873,0.013986013986013986,-1.5053654992775616,-0.75,0.30665630665630667,0.75,1.5053654992775616
VMD_Reconstructed_PS_Eig1__median,0,1,7,8,3.0408730329417617,5.4924509226420515,2.922277162656622,4.968180242533522,0.013986013986013986,-1.4819787486543659,-0.75,0.30665630665630667,0.75,1.4819787486543659
Pressure_Clean_PFD__median,0,1,7,8,1.020104621348759,1.0219737837787204,1.0198369597455308,1.0215981743740294,0.01747009571642607,-1.4767396206479657,-0.75,0.367987567987568,0.75,1.4767396206479657
VMD_Reconstructed_PS_Eig2__iqr,0,1,7,8,2.395181405276724,6.953365174479199,2.5900160673565367,6.651149337579324,0.013986013986013986,-1.4640436078737642,-0.75,0.30665630665630667,0.75,1.4640436078737642
VMD_Reconstructed_PS_Eig2__median,0,1,7,8,1.7596859818686634,3.721889722400974,1.636910948470704,2.9899218530914373,0.013986013986013986,-1.4366872324156765,-0.75,0.30665630665630667,0.75,1.4366872324156765
VMD_Reconstructed_Kurtosis__median,0,1,7,8,4.262135236968926,6.111615740992375,4.048197621068198,5.776179649469465,0.013986013986013986,-1.3543927497151507,-0.75,0.30665630665630667,0.75,1.3543927497151507
VMD_Reconstructed_PS_MeanStep__median,0,1,7,8,0.49822941139569804,0.7157105723666365,0.5143439189267016,0.6241463118289565,0.013986013986013986,-1.213275817998641,-0.75,0.30665630665630667,0.75,1.213275817998641
VMD_Reconstructed_Skewness__iqr,0,1,7,8,0.9340811105215417,1.3156184862837734,0.9908840490431146,1.25806329609322,0.013986013986013986,-1.2114531039347267,-0.75,0.30665630665630667,0.75,1.2114531039347267
VMD_Reconstructed_PS_TrajectoryLength__median,0,1,7,8,139.1604950548838,195.82891383447244,145.04498513732986,175.2514786971799,0.013986013986013986,-1.2094626880389747,-0.75,0.30665630665630667,0.75,1.2094626880389747
VMD_Reconstructed_PS_Eig1__iqr,0,1,7,8,3.5474855205567963,9.280367412533185,3.741979253149676,6.836099167589205,0.013986013986013986,-1.1853615262413482,-0.75,0.30665630665630667,0.75,1.1853615262413482
Pressure_Clean_Skewness__median,0,1,7,8,1.3151536385821425,1.6970624375626533,1.363844130890555,1.6711983307904041,0.013986013986013986,-1.075159537714419,-0.75,0.30665630665630667,0.75,1.075159537714419
VMD_Reconstructed_Kurtosis__iqr,0,1,7,8,2.814217724650543,5.220466508507711,2.5277002136881657,5.165683454940798,0.020512820512820513,-1.4148783171429788,-0.7142857142857143,0.367987567987568,0.7142857142857143,1.4148783171429788
Pressure_Clean_Skewness__std,0,1,7,8,0.8394884096064598,1.2041660677420059,0.7883124475652461,1.0732734022078056,0.020512820512820513,-1.4088994918983164,-0.7142857142857143,0.367987567987568,0.7142857142857143,1.4088994918983164
VMD_Reconstructed_PS_StateSpread__iqr,0,1,7,8,1.2289362459243054,2.201914284144323,1.3640018183815914,2.0664673313713253,0.020512820512820513,-1.3188981193105729,-0.7142857142857143,0.367987567987568,0.7142857142857143,1.3188981193105729
VMD_Reconstructed_PS_StepStd__median,0,1,7,8,0.30708201495574844,0.5718906939641891,0.3083436078393387,0.4892047921960072,0.020512820512820513,-1.2591289474805145,-0.7142857142857143,0.367987567987568,0.7142857142857143,1.2591289474805145
Pressure_Clean_PS_Eig1__iqr,0,1,7,8,4.212432562455524,11.771470985817425,4.0127872527643,9.732948930357136,0.020512820512820513,-1.2025644717602806,-0.7142857142857143,0.367987567987568,0.7142857142857143,1.2025644717602806
Pressure_Clean_RQA_DET__std,0,1,7,8,0.10434993077072956,0.13120479182655664,0.1051491973051727,0.13211990590475792,0.028904428904428903,-1.470486022403922,-0.6785714285714286,0.4277855477855478,0.6785714285714286,1.470486022403922
Pressure_Clean_Kurtosis__mean,0,1,7,8,5.848311211557625,8.807721055949477,5.519974472023935,7.872448184171255,0.028904428904428903,-1.3785366831210184,-0.6785714285714286,0.4277855477855478,0.6785714285714286,1.3785366831210184
VMD_Reconstructed_IQR__median,0,1,7,8,1.0691769067074088,0.6605095306540427,1.1381039362294842,0.6204580981775614,0.028904428904428903,1.3188773380960368,0.6785714285714286,0.4277855477855478,0.6785714285714286,1.3188773380960368
VMD_Reconstructed_PS_MeanStep__iqr,0,1,7,8,0.29807541608510707,0.5199047482451615,0.325984256297573,0.5602385236854968,0.028904428904428903,-1.3072843532503133,-0.6785714285714286,0.4277855477855478,0.6785714285714286,1.3072843532503133
Pressure_Clean_Kurtosis__iqr,0,1,7,8,3.054222489732382,5.87594257293274,2.8926760308431776,5.180397803319699,0.028904428904428903,-1.2890611494625939,-0.6785714285714286,0.4277855477855478,0.6785714285714286,1.2890611494625939
VMD_Reconstructed_PS_Eig1__mean,0,1,7,8,5.515989087743473,11.47325502982201,5.6062958510843535,10.659775380135413,0.028904428904428903,-1.2712390751255487,-0.6785714285714286,0.4277855477855478,0.6785714285714286,1.2712390751255487
VMD_Reconstructed_Skewness__median,0,1,7,8,1.18324921676024,1.5822050521850168,1.185090544587784,1.6064356237716138,0.028904428904428903,-1.1060520493954467,-0.6785714285714286,0.4277855477855478,0.6785714285714286,1.1060520493954467
VMD_Reconstructed_Kurtosis__mean,0,1,7,8,5.094590400329477,7.825651060471446,4.952308223650417,7.338776225834497,0.04009324009324009,-1.43243821259765,-0.6428571428571429,0.4747039627039627,0.6428571428571429,1.43243821259765
Pressure_Clean_PS_Eig1__median,0,1,7,8,3.605256124091816,6.239842276764088,3.401946689509584,6.496112517867291,0.04009324009324009,-1.3832118441142705,-0.6428571428571429,0.4747039627039627,0.6428571428571429,1.3832118441142705
Pressure_Clean_IQR__median,0,1,7,8,1.1317109953374234,0.6929640282756999,1.326270490907859,0.6772340492130375,0.04009324009324009,1.3431579597100882,0.6428571428571429,0.4747039627039627,0.6428571428571429,1.3431579597100882
VMD_Mode3_RQA_epsilon__mean,0,1,7,8,0.7503719912009175,0.6940361859797219,0.7525006982961104,0.6929373480404624,0.04009324009324009,1.3129196636597942,0.6428571428571429,0.4747039627039627,0.6428571428571429,1.3129196636597942
VMD_Mode3_SampEn__std,0,1,7,8,0.0911437536284968,0.12476079293620339,0.0895125754335983,0.12335245397656784,0.04009324009324009,-1.299178074642305,-0.6428571428571429,0.4747039627039627,0.6428571428571429,1.299178074642305
VMD_Reconstructed_IQR__mean,0,1,7,8,1.1806425116177188,0.7541608373151312,1.2449614485651688,0.6576570864416141,0.04009324009324009,1.2557467534173272,0.6428571428571429,0.4747039627039627,0.6428571428571429,1.2557467534173272
Pressure_Clean_IQR__mean,0,1,7,8,1.2320649745439982,0.7805448710106124,1.270104141014598,0.6985701791686112,0.04009324009324009,1.2468077855020048,0.6428571428571429,0.4747039627039627,0.6428571428571429,1.2468077855020048
VMD_Reconstructed_PS_TrajectoryLength__iqr,0,1,7,8,83.63628936657584,144.97302696591657,96.7048782851121,148.93805239104861,0.04009324009324009,-1.23722952806391,-0.6428571428571429,0.4747039627039627,0.6428571428571429,1.23722952806391
VMD_Reconstructed_SampEn__mean,0,1,7,8,0.37962670452057556,0.3022875780000442,0.3881801641410985,0.29968002091918133,0.04009324009324009,1.2167078083482892,0.6428571428571429,0.4747039627039627,0.6428571428571429,1.2167078083482892
VMD_Reconstructed_Diff_MAD__mean,0,1,7,8,0.1411585944251262,0.09086570460667176,0.1369744789465986,0.0877589384147103,0.04009324009324009,1.2070144979479493,0.6428571428571429,0.4747039627039627,0.6428571428571429,1.2070144979479493
VMD_Mode4_RQA_TT__std,0,1,7,8,1.7990915038616182,3.0978309106490007,1.8541599377830729,3.370094840236917,0.054079254079254076,-1.2868876914772107,-0.6071428571428571,0.496355324262301,0.6071428571428571,1.2868876914772107
VMD_Mode4_RQA_V_mean__std,0,1,7,8,1.7990915038616182,3.0978309106490007,1.8541599377830729,3.370094840236917,0.054079254079254076,-1.2868876914772107,-0.6071428571428571,0.496355324262301,0.6071428571428571,1.2868876914772107
Pressure_Clean_PS_Eig2__iqr,0,1,7,8,3.3473340693404885,7.698120638739071,3.2511862697138056,9.022212057183626,0.054079254079254076,-1.2734283000067204,-0.6071428571428571,0.496355324262301,0.6071428571428571,1.2734283000067204
VMD_Mode4_RQA_epsilon__std,0,1,7,8,0.07953855500027465,0.11980709623837622,0.0732424854507749,0.11997706951585249,0.054079254079254076,-1.2353211613852781,-0.6071428571428571,0.496355324262301,0.6071428571428571,1.2353211613852781
VMD_Reconstructed_RQA_L_max__iqr,0,1,7,8,11.892857142857142,16.21875,12.0,15.5,0.055100102368124335,-1.2295705352057018,-0.6071428571428571,0.496355324262301,0.6071428571428571,1.2295705352057018
VMD_Reconstructed_KFD__median,0,1,7,8,1.7912026027546841,1.6952814599046357,1.7661533240642628,1.6665020306219076,0.054079254079254076,1.226106095143224,0.6071428571428571,0.496355324262301,0.6071428571428571,1.226106095143224
VMD_Mode4_RQA_L_max__iqr,0,1,7,8,14.321428571428571,18.65625,12.0,18.5,0.055977450699150486,-1.1018485725352856,-0.6071428571428571,0.496355324262301,0.6071428571428571,1.1018485725352856
Pressure_Clean_RQA_L_max__std,0,1,7,8,10.419344082061603,14.699591578585451,10.030872216627303,15.189644107284334,0.054079254079254076,-1.0975060050974452,-0.6071428571428571,0.496355324262301,0.6071428571428571,1.0975060050974452
VMD_Mode4_Diff_MAD__mean,0,1,7,8,0.10293792490604545,0.07101142048468678,0.1198396161660024,0.06768807238406585,0.054079254079254076,1.09215735989162,0.6071428571428571,0.496355324262301,0.6071428571428571,1.09215735989162
VMD_Mode4_PermEn__mean,0,1,7,8,0.9625200287508117,0.9691734548805153,0.9627244796566832,0.970025013746906,0.054079254079254076,-1.0820291008961433,-0.6071428571428571,0.496355324262301,0.6071428571428571,1.0820291008961433
VMD_Mode4_PS_Eig2__iqr,0,1,7,8,0.8365778433074508,1.972337694095522,0.7654518368166805,1.6058221969595037,0.054079254079254076,-1.0725839429730715,-0.6071428571428571,0.496355324262301,0.6071428571428571,1.0725839429730715
Pressure_Clean_SampEn__iqr,0,1,7,8,0.28104653063375445,0.24328190704191474,0.2777680561653492,0.22879248094011811,0.054079254079254076,1.0260390124744065,0.6071428571428571,0.496355324262301,0.6071428571428571,1.0260390124744065
VMD_Reconstructed_KFD__mean,0,1,7,8,1.8080447182821753,1.720150415145774,1.8426660088772675,1.6786623936990392,0.054079254079254076,0.9882386645157922,0.6071428571428571,0.496355324262301,0.6071428571428571,0.9882386645157922
VMD_Reconstructed_RQA_epsilon__median,0,1,7,8,0.9175827165663398,1.041210191938216,0.9159195946060408,1.0669144113841467,0.054079254079254076,-0.9858495259510655,-0.6071428571428571,0.496355324262301,0.6071428571428571,0.9858495259510655
VMD_Reconstructed_SampEn__median,0,1,7,8,0.38099692760562737,0.29063470533149127,0.4010653235500088,0.2990209580216932,0.0721056721056721,1.2992104112770175,0.5714285714285714,0.496355324262301,0.5714285714285714,1.2992104112770175
VMD_Reconstructed_RQA_epsilon__iqr,0,1,7,8,0.42428097062163944,0.5626908949935552,0.4965157767009637,0.5770214619667017,0.0721056721056721,-1.2474978234367324,-0.5714285714285714,0.496355324262301,0.5714285714285714,1.2474978234367324
VMD_Reconstructed_PS_StepStd__mean,0,1,7,8,0.40904537880540864,0.7115443688203602,0.4090726623482542,0.7106717432544495,0.0721056721056721,-1.2438544292175437,-0.5714285714285714,0.496355324262301,0.5714285714285714,1.2438544292175437
VMD_Reconstructed_PS_MeanStep__mean,0,1,7,8,0.5950591972007631,0.8283064438847709,0.6383315862153327,0.8449674830445968,0.0721056721056721,-1.2105145370659176,-0.5714285714285714,0.496355324262301,0.5714285714285714,1.2105145370659176
VMD_Reconstructed_PS_TrajectoryLength__mean,0,1,7,8,163.3884397038571,225.7167924383571,173.5412417980914,229.28420224037,0.0721056721056721,-1.192009809980674,-0.5714285714285714,0.496355324262301,0.5714285714285714,1.192009809980674
VMD_Mode3_PS_LogVolume__std,0,1,7,8,1.5384234320747716,2.2888201492701565,1.4847303450704268,2.2004237718994157,0.0721056721056721,-1.1790731489305908,-0.5714285714285714,0.496355324262301,0.5714285714285714,1.1790731489305908
VMD_Mode4_SampEn__std,0,1,7,8,0.09698456121586031,0.1299076465890873,0.0972846230975161,0.12446347735116994,0.0721056721056721,-1.178839405741737,-0.5714285714285714,0.496355324262301,0.5714285714285714,1.178839405741737
VMD_Mode4_RQA_TT__mean,0,1,7,8,4.049344695127739,5.131321931403241,3.937124225443265,5.1390378274246835,0.0721056721056721,-1.1626812504125568,-0.5714285714285714,0.496355324262301,0.5714285714285714,1.1626812504125568
VMD_Mode4_RQA_V_mean__mean,0,1,7,8,4.049344695127739,5.131321931403241,3.937124225443265,5.1390378274246835,0.0721056721056721,-1.1626812504125568,-0.5714285714285714,0.496355324262301,0.5714285714285714,1.1626812504125568
VMD_Mode4_RQA_TT__median,0,1,7,8,3.483359075131523,4.175592662374316,3.408333333333333,4.111546317030342,0.0721056721056721,-1.1440535902697857,-0.5714285714285714,0.496355324262301,0.5714285714285714,1.1440535902697857
VMD_Mode4_RQA_V_mean__median,0,1,7,8,3.483359075131523,4.175592662374316,3.408333333333333,4.111546317030342,0.0721056721056721,-1.1440535902697857,-0.5714285714285714,0.496355324262301,0.5714285714285714,1.1440535902697857
VMD_Mode3_Median__iqr,0,1,7,8,0.021494371054920157,0.01117742314677965,0.0166650960361193,0.01128923388476445,0.0721056721056721,1.1022717035120868,0.5714285714285714,0.496355324262301,0.5714285714285714,1.1022717035120868
Pressure_Clean_PS_LogVolume__mean,0,1,7,8,3.3333470650754444,5.208958060470218,2.6559689663385595,5.521892567251653,0.0721056721056721,-1.0973404935412756,-0.5714285714285714,0.496355324262301,0.5714285714285714,1.0973404935412756
Pressure_Clean_RQA_LAM__std,0,1,7,8,0.06517528760446814,0.08603016636620253,0.0618636405318818,0.08460367612943034,0.0721056721056721,-1.0731441944561324,-0.5714285714285714,0.496355324262301,0.5714285714285714,1.0731441944561324
VMD_Mode4_PS_StateSpread__iqr,0,1,7,8,0.36048040981248286,0.5959191050174939,0.3237918277202505,0.5429252886623329,0.0721056721056721,-0.9993072661349268,-0.5714285714285714,0.496355324262301,0.5714285714285714,0.9993072661349268
VMD_Mode4_Diff_MAD__std,0,1,7,8,0.051170349793451496,0.03543768094136831,0.0503595069596594,0.03062896583000805,0.0721056721056721,0.9971453555328774,0.5714285714285714,0.496355324262301,0.5714285714285714,0.9971453555328774
Pressure_Clean_Skewness__iqr,0,1,7,8,0.9862710279611342,1.3460302174826275,0.9694615963445856,1.1514109575615044,0.0721056721056721,-0.9653553433586705,-0.5714285714285714,0.496355324262301,0.5714285714285714,0.9653553433586705
VMD_Mode4_PS_LogVolume__mean,0,1,7,8,-1.0726103091383064,-0.019226345578880255,-0.8945489124463127,-0.1226910551744743,0.0721056721056721,-0.9605378987977117,-0.5714285714285714,0.496355324262301,0.5714285714285714,0.9605378987977117
VMD_Mode3_Median__median,0,1,7,8,-0.004750256539888314,-0.0018810488797456376,-0.0033842986132075,-0.00255792372351275,0.0721056721056721,-0.9233495354214761,-0.5714285714285714,0.496355324262301,0.5714285714285714,0.9233495354214761
VMD_Reconstructed_Skewness__mean,0,1,7,8,1.1932518656208124,1.6308670773433236,1.1455782307742908,1.7213467710032377,0.0721056721056721,-0.9191384839489012,-0.5714285714285714,0.496355324262301,0.5714285714285714,0.9191384839489012
VMD_Mode4_EmbeddingDim__mean,0,1,7,8,2.9685285893923603,3.022452206057631,2.963636363636364,3.057501652346332,0.0721056721056721,-0.8704977391353792,-0.5714285714285714,0.496355324262301,0.5714285714285714,0.8704977391353792
VMD_Reconstructed_PS_EigRatio12__median,0,1,7,8,1.6807132310281205,1.4322491679952207,1.5281430774911489,1.3048169353613015,0.0721056721056721,0.50859314369998,0.5714285714285714,0.496355324262301,0.5714285714285714,0.50859314369998
VMD_Mode4_RQA_L_mean__std,0,1,7,8,1.6000772949632662,2.7113560452905423,1.390515928318278,3.0462224968428866,0.09386169386169387,-1.25275509092124,-0.5357142857142857,0.5242087053407808,0.5357142857142857,1.25275509092124
Pressure_Clean_Diff_MAD__mean,0,1,7,8,0.2067830149747398,0.13951496166769872,0.218862241680387,0.1507159995100289,0.09386169386169387,1.1312518708517592,0.5357142857142857,0.5242087053407808,0.5357142857142857,1.1312518708517592
VMD_Reconstructed_RQA_TT__std,0,1,7,8,1.6886146509722084,2.4319163115023015,1.506497473476623,2.4188091537142107,0.09386169386169387,-1.0632917160635942,-0.5357142857142857,0.5242087053407808,0.5357142857142857,1.0632917160635942
VMD_Reconstructed_RQA_V_mean__std,0,1,7,8,1.6886146509722084,2.4319163115023015,1.506497473476623,2.4188091537142107,0.09386169386169387,-1.0632917160635942,-0.5357142857142857,0.5242087053407808,0.5357142857142857,1.0632917160635942
Pressure_Clean_NumPoints__mean,0,1,7,8,297.88423323191154,299.29481632705404,298.30232558139534,299.8816887306708,0.09386169386169387,-1.052087727486079,-0.5357142857142857,0.5242087053407808,0.5357142857142857,1.052087727486079
VMD_Mode3_NumPoints__mean,0,1,7,8,297.88423323191154,299.29481632705404,298.30232558139534,299.8816887306708,0.09386169386169387,-1.052087727486079,-0.5357142857142857,0.5242087053407808,0.5357142857142857,1.052087727486079
VMD_Mode4_NumPoints__mean,0,1,7,8,297.88423323191154,299.29481632705404,298.30232558139534,299.8816887306708,0.09386169386169387,-1.052087727486079,-0.5357142857142857,0.5242087053407808,0.5357142857142857,1.052087727486079
VMD_Reconstructed_NumPoints__mean,0,1,7,8,297.88423323191154,299.29481632705404,298.30232558139534,299.8816887306708,0.09386169386169387,-1.052087727486079,-0.5357142857142857,0.5242087053407808,0.5357142857142857,1.052087727486079
VMD_Mode4_SampEn__iqr,0,1,7,8,0.11097043889394397,0.18061206316142087,0.1106491984598471,0.16495698860696678,0.09386169386169387,-1.0462374579995595,-0.5357142857142857,0.5242087053407808,0.5357142857142857,1.0462374579995595
VMD_Mode3_PFD__iqr,0,1,7,8,0.00048195315715944293,0.0006257305775168374,0.0004762040890318,0.0005723548690059501,0.09386169386169387,-1.0249342158571724,-0.5357142857142857,0.5242087053407808,0.5357142857142857,1.0249342158571724
VMD_Mode4_PS_StateSpread__mean,0,1,7,8,1.7726908373032448,2.0990711340432555,1.7562520734438023,2.0025824541118404,0.09386169386169387,-1.0143768533721458,-0.5357142857142857,0.5242087053407808,0.5357142857142857,1.0143768533721458
VMD_Reconstructed_ApproxLLE__std,0,1,7,8,0.023677017788222655,0.025854224983722036,0.0240860445208235,0.025259651877247,0.09386169386169387,-0.9375811456655381,-0.5357142857142857,0.5242087053407808,0.5357142857142857,0.9375811456655381
VMD_Reconstructed_PS_StateSpread__std,0,1,7,8,1.2765644149759712,1.911842796959518,1.3905557843886656,1.9451127679911382,0.09386169386169387,-0.9375154302250364,-0.5357142857142857,0.5242087053407808,0.5357142857142857,0.9375154302250364
Pressure_Clean_Skewness__mean,0,1,7,8,1.345697231879308,1.7847031133674895,1.3086917555365267,1.8713274909506699,0.09386169386169387,-0.9216947029292155,-0.5357142857142857,0.5242087053407808,0.5357142857142857,0.9216947029292155
VMD_Mode3_Median__std,0,1,7,8,0.019254983297796447,0.011920529603419576,0.0188416327198931,0.01123193670140155,0.09386169386169387,0.8551737458365535,0.5357142857142857,0.5242087053407808,0.5357142857142857,0.8551737458365535
VMD_Reconstructed_RQA_L_mean__iqr,0,1,7,8,1.6539547809325932,2.170759282923564,1.4589553435027818,2.218058006506472,0.09386169386169387,-0.834035774358286,-0.5357142857142857,0.5242087053407808,0.5357142857142857,0.834035774358286
VMD_Mode4_PS_Eig2__mean,0,1,7,8,1.9859743788909014,3.9542338925543143,1.7630802803942731,2.905683992579237,0.09386169386169387,-0.7889068593396427,-0.5357142857142857,0.5242087053407808,0.5357142857142857,0.7889068593396427
Pressure_Clean_RQA_L_mean__std,0,1,7,8,1.8416027467827247,4.006532965134518,0.9825732242840156,3.0001867920433947,0.09386169386169387,-0.731703898169641,-0.5357142857142857,0.5242087053407808,0.5357142857142857,0.731703898169641
VMD_Mode3_Diff_MAD__mean,0,1,7,8,0.08251416071955905,0.06605512960712429,0.0860294291244005,0.06008294304223975,0.09386169386169387,0.5171156695023057,0.5357142857142857,0.5242087053407808,0.5357142857142857,0.5171156695023057
VMD_Mode4_Diff_Energy__mean,0,1,7,8,4.986669150661359,3.963908085891574,4.677968075732935,2.3766811399772765,0.09386169386169387,0.2920577714263585,0.5357142857142857,0.5242087053407808,0.5357142857142857,0.2920577714263585
Pressure_Clean_Diff_MAD__median,0,1,7,8,0.1919824641869939,0.13240906514797995,0.2033995823816807,0.13537608706353477,0.1205905205905206,1.0977287900399462,0.5,0.5665840332507,0.5,1.0977287900399462
Pressure_Clean_KFD__median,0,1,7,8,1.9804993547325382,1.8587462860209827,1.976054446743974,1.8277097063700687,0.1205905205905206,1.0915558815206448,0.5,0.5665840332507,0.5,1.0915558815206448
VMD_Reconstructed_PS_LogVolume__iqr,0,1,7,8,3.792912161322544,5.679070133272915,4.294779190527636,5.511892253484491,0.1205905205905206,-1.0750900788501638,-0.5,0.5665840332507,0.5,1.0750900788501638
VMD_Mode4_PS_Eig1__iqr,0,1,7,8,1.4952450249096727,3.265659048823019,1.4775616056728005,2.8092854170690162,0.1205905205905206,-1.0381337683307963,-0.5,0.5665840332507,0.5,1.0381337683307963
VMD_Reconstructed_PS_Eig2__std,0,1,7,8,5.037629810309953,11.100956900380057,4.177300177062831,8.64286997108999,0.1205905205905206,-0.9869801093728164,-0.5,0.5665840332507,0.5,0.9869801093728164
VMD_Mode3_RQA_TT__std,0,1,7,8,2.083747270217157,3.0627544566812195,1.781043778333563,3.2426813665492435,0.1205905205905206,-0.9296848716640853,-0.5,0.5665840332507,0.5,0.9296848716640853
VMD_Mode3_RQA_V_mean__std,0,1,7,8,2.083747270217157,3.0627544566812195,1.781043778333563,3.2426813665492435,0.1205905205905206,-0.9296848716640853,-0.5,0.5665840332507,0.5,0.9296848716640853
VMD_Mode4_Skewness__std,0,1,7,8,0.067762423958518,0.10132768894394426,0.0744963920551957,0.07806996660035889,0.1205905205905206,-0.9118350673244887,-0.5,0.5665840332507,0.5,0.9118350673244887
Pressure_Clean_PS_StateSpread__iqr,0,1,7,8,1.5376256505145138,2.238174009967183,1.699842041159518,2.425539080521747,0.1205905205905206,-0.905595254674777,-0.5,0.5665840332507,0.5,0.905595254674777
VMD_Mode3_PS_TrajectoryLength__std,0,1,7,8,26.851532645531996,54.379632781731175,24.62799837538964,45.733817945957995,0.1205905205905206,-0.8959718523310048,-0.5,0.5665840332507,0.5,0.8959718523310048
Pressure_Clean_PermEn__median,0,1,7,8,0.9882193862584102,0.9854195689860012,0.987919565892634,0.9853577017242352,0.1205905205905206,0.8624716675658792,0.5,0.5665840332507,0.5,0.8624716675658792
VMD_Mode4_PS_LogVolume__std,0,1,7,8,1.6111486318665607,2.0999846626324583,1.643230138290492,1.979383769108387,0.1205905205905206,-0.8063467966883406,-0.5,0.5665840332507,0.5,0.8063467966883406
Pressure_Clean_Diff_MAD__std,0,1,7,8,0.08839063338295339,0.057552549208961926,0.0684211943806486,0.0454664215630393,0.1205905205905206,0.7650157447950312,0.5,0.5665840332507,0.5,0.7650157447950312
Pressure_Clean_Diff_MAD__iqr,0,1,7,8,0.1004172076018697,0.06498435760768938,0.1009505458572624,0.050958857074293554,0.1205905205905206,0.7649674867207047,0.5,0.5665840332507,0.5,0.7649674867207047
VMD_Mode4_PS_Eig1__mean,0,1,7,8,3.716080364158646,6.725283694515172,2.9993749385260395,4.982240256398276,0.1205905205905206,-0.7329447440143716,-0.5,0.5665840332507,0.5,0.7329447440143716
