Feature,ClassA,ClassB,N_A,N_B,Mean_A,Mean_B,Median_A,Median_B,MannWhitney_p,CohenD,CliffsDelta,FDR_q,AbsCliffsDelta,AbsCohenD
VMD_Reconstructed_PFD__median,0,1,7,8,1.0103188677706494,1.0108866550347477,1.0102815605387572,1.0112545443726544,0.7282210233302229,-0.2788821944619034,-0.125,0.9231409974550149,0.125,0.2788821944619034
VMD_Mode4_HFD__median,0,1,7,8,1.4411178836941478,1.3245409021233512,1.345344637819486,1.3295664577249178,0.778865578865579,0.5907322927306433,0.10714285714285714,0.9296137554202071,0.10714285714285714,0.5907322927306433
Pressure_Clean_RQA_DET__iqr,0,1,7,8,0.1415328573461471,0.16391140310846336,0.1469535132644027,0.14483814162166744,0.778865578865579,-0.5435226894190391,-0.10714285714285714,0.9296137554202071,0.10714285714285714,0.5435226894190391
VMD_Mode3_RQA_DET__iqr,0,1,7,8,0.0073002653580282436,0.005361185807393738,0.0060053794708523,0.00569524068500885,0.778865578865579,0.46515806838028484,0.10714285714285714,0.9296137554202071,0.10714285714285714,0.46515806838028484
VMD_Mode4_PFD__median,0,1,7,8,1.0098358424244485,1.008912511004575,1.00915801767618,1.0090189940415224,0.778865578865579,0.4367067899613114,0.10714285714285714,0.9296137554202071,0.10714285714285714,0.4367067899613114
VMD_Mode4_PFD__mean,0,1,7,8,1.0098194914408558,1.0089661180159055,1.0090650697708718,1.0090837276099642,0.778865578865579,0.4042707813634842,0.10714285714285714,0.9296137554202071,0.10714285714285714,0.4042707813634842
Pressure_Clean_Max__iqr,0,1,7,8,3.2120231912698194,2.49048148797449,2.6063442079167203,2.661100381593961,0.778865578865579,0.3806847648140076,0.10714285714285714,0.9296137554202071,0.10714285714285714,0.3806847648140076
VMD_Mode3_PS_TrajectoryLength__iqr,0,1,7,8,32.50434041496754,38.82787449746104,26.86593938119664,39.61103664078001,0.778865578865579,-0.3605488218615303,-0.10714285714285714,0.9296137554202071,0.10714285714285714,0.3605488218615303
VMD_Mode3_RQA_LAM__median,0,1,7,8,0.9668752766985983,0.9729053297666523,0.9749999999999998,0.9748269255313631,0.778865578865579,-0.3550571652576563,-0.10714285714285714,0.9296137554202071,0.10714285714285714,0.3550571652576563
VMD_Mode3_Median__mean,0,1,7,8,-0.004275051931689956,-0.0030891538623555,-0.0038320536285908,-0.0029488889457038496,0.778865578865579,-0.34696793930825404,-0.10714285714285714,0.9296137554202071,0.10714285714285714,0.34696793930825404
Pressure_Clean_Max__std,0,1,7,8,2.0821403209479397,1.7812196960985114,2.0370098183232583,2.0276665073795384,0.778865578865579,0.3351130473315218,0.10714285714285714,0.9296137554202071,0.10714285714285714,0.3351130473315218
Pressure_Clean_Max__median,0,1,7,8,113.92868719428212,112.13171765149957,113.36582756248028,113.24640114007082,0.778865578865579,0.323481169931617,0.10714285714285714,0.9296137554202071,0.10714285714285714,0.323481169931617
VMD_Reconstructed_Max__median,0,1,7,8,113.37246212586388,111.6102955433546,112.64036054292072,112.77647032260228,0.778865578865579,0.31486653488484023,0.10714285714285714,0.9296137554202071,0.10714285714285714,0.31486653488484023
VMD_Mode4_Tau__mean,0,1,7,8,3.8352195249768166,4.10848086282113,4.0,3.9667279411764707,0.778865578865579,-0.3007406545141375,-0.10714285714285714,0.9296137554202071,0.10714285714285714,0.3007406545141375
VMD_Mode3_PFD__median,0,1,7,8,1.0058316960651066,1.0055262740088624,1.0055530837538815,1.0055315758586258,0.7709410715557057,0.2856435948198644,0.10714285714285714,0.9296137554202071,0.10714285714285714,0.2856435948198644
Pressure_Clean_EmbeddingDim__iqr,0,1,7,8,0.8571428571428571,0.6875,1.0,1.0,0.7484997170440228,0.2650397674198616,0.10714285714285714,0.9296137554202071,0.10714285714285714,0.2650397674198616
VMD_Reconstructed_Range__std,0,1,7,8,1.6829315970429302,1.5082397809887573,1.444466044635697,1.417150413969407,0.778865578865579,0.26494662179134754,0.10714285714285714,0.9296137554202071,0.10714285714285714,0.26494662179134754
Pressure_Clean_PermEn__iqr,0,1,7,8,0.015687983447136115,0.017374707338186125,0.0162967214808625,0.0158481540663988,0.778865578865579,-0.25216948138046463,-0.10714285714285714,0.9296137554202071,0.10714285714285714,0.25216948138046463
VMD_Reconstructed_Min__median,0,1,7,8,108.88588967363384,107.61904128689685,107.83150285927644,107.17123551941378,0.778865578865579,0.2168773469824517,-0.10714285714285714,0.9296137554202071,0.10714285714285714,0.2168773469824517
Pressure_Clean_Min__median,0,1,7,8,108.77010460412971,107.54096297849367,107.74277399093263,107.1911254239413,0.778865578865579,0.21028535862827988,-0.10714285714285714,0.9296137554202071,0.10714285714285714,0.21028535862827988
VMD_Reconstructed_RQA_DET__std,0,1,7,8,0.047967722188703,0.051932148175686275,0.0517811841843661,0.0512244700661639,0.778865578865579,-0.2090123050177119,-0.10714285714285714,0.9296137554202071,0.10714285714285714,0.2090123050177119
VMD_Reconstructed_RQA_LAM__iqr,0,1,7,8,0.032427263633943285,0.03510787826638893,0.0320124663080683,0.0390487738373468,0.778865578865579,-0.19702239955878376,-0.10714285714285714,0.9296137554202071,0.10714285714285714,0.19702239955878376
VMD_Reconstructed_RQA_DET__median,0,1,7,8,0.9138778080241536,0.9198297641589284,0.908738289771998,0.9199163077311552,0.778865578865579,-0.1663741186237876,-0.10714285714285714,0.9296137554202071,0.10714285714285714,0.1663741186237876
VMD_Mode4_ApproxLLE__iqr,0,1,7,8,0.01574914554736153,0.015166737004600712,0.0164550459651765,0.0158844845427466,0.778865578865579,0.1644867086635853,0.10714285714285714,0.9296137554202071,0.10714285714285714,0.1644867086635853
VMD_Reconstructed_KFD__std,0,1,7,8,0.2038721030771693,0.20929511564219247,0.2178589658505192,0.20374821292535417,0.778865578865579,-0.11172463171868952,0.10714285714285714,0.9296137554202071,0.10714285714285714,0.11172463171868952
VMD_Reconstructed_PS_EigRatio12__mean,0,1,7,8,1.9597636060572883,1.920617858420836,1.9737671463693272,1.84917756004735,0.778865578865579,0.08630901495833383,0.10714285714285714,0.9296137554202071,0.10714285714285714,0.08630901495833383
VMD_Reconstructed_Mean__std,0,1,7,8,0.8838544937010069,0.9162657975229962,0.7962782358463355,0.9685424883962843,0.778865578865579,-0.07712696734423237,-0.10714285714285714,0.9296137554202071,0.10714285714285714,0.07712696734423237
Pressure_Clean_Mean__std,0,1,7,8,0.8845379868102553,0.9168305099218167,0.7966282819523112,0.9688589601261879,0.778865578865579,-0.07683173390421005,-0.10714285714285714,0.9296137554202071,0.10714285714285714,0.07683173390421005
VMD_Mode4_Mean__median,0,1,7,8,-6.916553405738033e-05,-8.329222220089247e-05,-4.111098501162264e-06,-7.53717233918531e-05,0.778865578865579,0.02902809155435242,0.10714285714285714,0.9296137554202071,0.10714285714285714,0.02902809155435242
Pressure_Clean_EmbeddedVectors__iqr,0,1,7,8,11.714285714285714,12.3125,12.0,12.0,0.8146716520893327,-0.1826843069003119,-0.08928571428571429,0.9606267224244754,0.08928571428571429,0.1826843069003119
VMD_Mode3_Tau__iqr,0,1,7,8,0.7142857142857143,0.625,1.0,1.0,0.7772974107895215,0.17711763427354255,0.08928571428571429,0.9296137554202071,0.08928571428571429,0.17711763427354255
VMD_Mode3_HFD__median,0,1,7,8,1.1439924428253778,1.1199932757338527,1.1163180089438238,1.1207958584123996,0.8665112665112666,0.4301289414692551,0.07142857142857142,0.9606267224244754,0.07142857142857142,0.4301289414692551
Pressure_Clean_PermEn__std,0,1,7,8,0.02156002388696341,0.031713319152655,0.0117834145290117,0.023877241460109846,0.8665112665112666,-0.37905040062940115,-0.07142857142857142,0.9606267224244754,0.07142857142857142,0.37905040062940115
VMD_Mode3_RQA_LAM__mean,0,1,7,8,0.9657829074809559,0.9716187056463028,0.974408933964366,0.972727571543587,0.8665112665112666,-0.3558194762337364,-0.07142857142857142,0.9606267224244754,0.07142857142857142,0.3558194762337364
VMD_Reconstructed_Max__iqr,0,1,7,8,2.9166503877888386,2.3540436233633457,2.6930938866318144,2.417101006599431,0.8665112665112666,0.3501138426650373,0.07142857142857142,0.9606267224244754,0.07142857142857142,0.3501138426650373
VMD_Mode4_PS_EigRatio12__iqr,0,1,7,8,0.10472845614118569,0.12711259909597064,0.0960016241261971,0.12266040127909345,0.8665112665112666,-0.3401113650957295,-0.07142857142857142,0.9606267224244754,0.07142857142857142,0.3401113650957295
VMD_Reconstructed_Max__std,0,1,7,8,1.9333250739744678,1.675077580626977,1.645703680499758,1.8986326409313559,0.8665112665112666,0.3077283363745343,0.07142857142857142,0.9606267224244754,0.07142857142857142,0.3077283363745343
VMD_Reconstructed_Max__mean,0,1,7,8,113.57202916708034,111.93969036231638,112.66192062589428,112.52416499785836,0.8665112665112666,0.3033412585805619,0.07142857142857142,0.9606267224244754,0.07142857142857142,0.3033412585805619
VMD_Mode3_PFD__mean,0,1,7,8,1.005874912775724,1.0055525719918725,1.0055338029449856,1.0055618384442093,0.8665112665112666,0.2930551123940897,0.07142857142857142,0.9606267224244754,0.07142857142857142,0.2930551123940897
VMD_Mode4_RQA_DET__mean,0,1,7,8,0.9682235358123833,0.972334963001138,0.9750845111212056,0.9758434137502083,0.8665112665112666,-0.2763644984596764,-0.07142857142857142,0.9606267224244754,0.07142857142857142,0.2763644984596764
VMD_Mode4_Mean__mean,0,1,7,8,-0.00010023323209,3.0945049879999995e-05,0.0002297795986105,-0.00016621343255800001,0.8665112665112666,-0.24652558977427538,-0.07142857142857142,0.9606267224244754,0.07142857142857142,0.24652558977427538
Pressure_Clean_Mean__mean,0,1,7,8,110.28887291988227,108.88116361067515,109.06957458104056,108.4297663558454,0.8665112665112666,0.2443357419796177,-0.07142857142857142,0.9606267224244754,0.07142857142857142,0.2443357419796177
VMD_Reconstructed_Mean__mean,0,1,7,8,110.28886218233387,108.88128600386152,109.0693520007642,108.43014991257536,0.8665112665112666,0.24430788709624573,-0.07142857142857142,0.9606267224244754,0.07142857142857142,0.24430788709624573
VMD_Reconstructed_Median__median,0,1,7,8,109.91409298201282,108.50411925239675,108.62413757342136,108.01669382672097,0.8665112665112666,0.2409251106976491,-0.07142857142857142,0.9606267224244754,0.07142857142857142,0.2409251106976491
Pressure_Clean_Median__median,0,1,7,8,109.87373613639511,108.48316222919941,108.60349813899484,108.0012039541545,0.8665112665112666,0.23691513916443444,-0.07142857142857142,0.9606267224244754,0.07142857142857142,0.23691513916443444
VMD_Reconstructed_Median__mean,0,1,7,8,110.02426671765468,108.6732003368119,108.76199057538632,108.08280506692398,0.8665112665112666,0.23234136567244298,-0.07142857142857142,0.9606267224244754,0.07142857142857142,0.23234136567244298
VMD_Mode3_HFD__std,0,1,7,8,0.01442383347750147,0.0137706559825545,0.0156927802948465,0.01291709355955245,0.8665112665112666,0.23133210504637639,0.07142857142857142,0.9606267224244754,0.07142857142857142,0.23133210504637639
Pressure_Clean_Median__mean,0,1,7,8,109.98446024134579,108.64911143368877,108.7389660878737,108.0495224238225,0.8665112665112666,0.22914967007448356,-0.07142857142857142,0.9606267224244754,0.07142857142857142,0.22914967007448356
VMD_Mode4_RQA_DET__median,0,1,7,8,0.97081005547425,0.97371457533553,0.9767779390420898,0.9763771418182846,0.8665112665112666,-0.21159167334161322,-0.07142857142857142,0.9606267224244754,0.07142857142857142,0.21159167334161322
VMD_Mode3_KFD__mean,0,1,7,8,1.9733112777202382,1.9530617084396642,1.955409266854239,1.9646614621650276,0.8665112665112666,0.1786689534035781,0.07142857142857142,0.9606267224244754,0.07142857142857142,0.1786689534035781
VMD_Mode3_RQA_RR__median,0,1,7,8,0.047745711921478896,0.04768686317468569,0.0476015212857318,0.0476015212857318,0.8596837951986661,0.15221919457379726,0.07142857142857142,0.9606267224244754,0.07142857142857142,0.15221919457379726
VMD_Reconstructed_HFD__mean,0,1,7,8,1.2779096771895362,1.2670973492426865,1.2397445165466203,1.265421297909894,0.8665112665112666,0.13192727672379112,0.07142857142857142,0.9606267224244754,0.07142857142857142,0.13192727672379112
VMD_Reconstructed_Min__iqr,0,1,7,8,0.8038810445677639,0.8635933912704736,0.6272754322079663,0.953599398505105,0.8665112665112666,-0.12922143727272223,0.07142857142857142,0.9606267224244754,0.07142857142857142,0.12922143727272223
VMD_Mode3_PS_LogVolume__median,0,1,7,8,-0.9191897066430016,-0.7941337282117479,-0.756443110752353,-0.9893685491259762,0.8665112665112666,-0.12243744448468055,-0.07142857142857142,0.9606267224244754,0.07142857142857142,0.12243744448468055
Pressure_Clean_EmbeddedVectors__median,0,1,7,8,279.57142857142856,279.9375,279.0,279.0,0.8598121934362883,-0.1215401509161057,-0.07142857142857142,0.9606267224244754,0.07142857142857142,0.1215401509161057
VMD_Reconstructed_RQA_LAM__mean,0,1,7,8,0.9497843730679437,0.9518156448340405,0.9476809233136751,0.9531616273927406,0.8665112665112666,-0.11138652088375824,-0.07142857142857142,0.9606267224244754,0.07142857142857142,0.11138652088375824
VMD_Reconstructed_RQA_LAM__std,0,1,7,8,0.024149847172555472,0.02522917149337326,0.0221709674507068,0.0247839235743996,0.8665112665112666,-0.11111379144288656,-0.07142857142857142,0.9606267224244754,0.07142857142857142,0.11111379144288656
VMD_Mode3_RQA_LAM__std,0,1,7,8,0.01377426865502517,0.013181933996064387,0.0115750837446768,0.012939997454178499,0.8665112665112666,0.09375998964440647,-0.07142857142857142,0.9606267224244754,0.07142857142857142,0.09375998964440647
VMD_Mode3_RQA_LAM__iqr,0,1,7,8,0.017443029485805457,0.018203870789506003,0.0160429532242487,0.01671235637369755,0.8665112665112666,-0.09020138359712358,-0.07142857142857142,0.9606267224244754,0.07142857142857142,0.09020138359712358
Pressure_Clean_HFD__mean,0,1,7,8,1.4403737078274115,1.434890500338792,1.4460316693049404,1.4489204315315178,0.8665112665112666,0.08883454665969784,0.07142857142857142,0.9606267224244754,0.07142857142857142,0.08883454665969784
Pressure_Clean_Min__iqr,0,1,7,8,0.9117097756626963,0.8738687001978837,0.8929096221403796,0.9053669406294418,0.8665112665112666,0.07024265965276766,0.07142857142857142,0.9606267224244754,0.07142857142857142,0.07024265965276766
VMD_Mode4_RQA_epsilon__mean,0,1,7,8,0.6291163384711088,0.6314486440562121,0.6259578559101577,0.6348880545477483,0.8665112665112666,-0.06355335986725386,-0.07142857142857142,0.9606267224244754,0.07142857142857142,0.06355335986725386
Pressure_Clean_ApproxLLE__mean,0,1,7,8,0.03113617696067313,0.0315062376213762,0.0303549179058565,0.0297662275572622,0.8665112665112666,-0.057565013375406704,0.07142857142857142,0.9606267224244754,0.07142857142857142,0.057565013375406704
VMD_Mode3_PS_StepStd__median,0,1,7,8,0.2706771667702663,0.26624833845373114,0.2782215694656707,0.2547832374324512,0.8665112665112666,0.04001038128882013,-0.07142857142857142,0.9606267224244754,0.07142857142857142,0.04001038128882013
VMD_Mode4_PS_TrajectoryLength__median,0,1,7,8,214.4052648859037,212.9623623326514,211.20772196078545,217.28035148576748,0.8665112665112666,0.024450705094507023,-0.07142857142857142,0.9606267224244754,0.07142857142857142,0.024450705094507023
Pressure_Clean_HFD__std,0,1,7,8,0.10348503859926075,0.1041511928312314,0.0971153895764828,0.1036965043640766,0.8665112665112666,-0.02224851182347327,-0.07142857142857142,0.9606267224244754,0.07142857142857142,0.02224851182347327
VMD_Mode3_Mean__mean,0,1,7,8,0.00012348200494148096,0.00014063723528073754,0.0001274571617196,0.0003561142490407,0.8665112665112666,-0.021484399313689815,-0.07142857142857142,0.9606267224244754,0.07142857142857142,0.021484399313689815
VMD_Mode4_PS_EigRatio12__median,0,1,7,8,1.841867114100102,1.8400653071618969,1.8817476323986888,1.8499853153403238,0.8665112665112666,0.020395845431534953,0.07142857142857142,0.9606267224244754,0.07142857142857142,0.020395845431534953
VMD_Mode3_Tau__median,0,1,7,8,6.428571428571429,6.75,7.0,7.0,0.903572941702548,-0.2793261855982664,-0.05357142857142857,0.9936957789330375,0.05357142857142857,0.2793261855982664
VMD_Mode3_RQA_RR__iqr,0,1,7,8,0.00030698659876521447,0.0002707232319594615,0.0003561676353519,0.0003712412248997,0.9072898387514645,0.23021989175823898,-0.05357142857142857,0.9936957789330375,0.05357142857142857,0.23021989175823898
VMD_Mode4_Tau__iqr,0,1,7,8,0.2857142857142857,0.34375,0.0,0.0,0.8889976657722144,-0.11990001767556697,-0.05357142857142857,0.9837133049292539,0.05357142857142857,0.11990001767556697
VMD_Mode3_RQA_DET__mean,0,1,7,8,0.9867089905640355,0.9904540817593703,0.991319109034452,0.9905133803405526,0.9550893550893552,-0.5632285220009959,-0.03571428571428571,0.9936957789330375,0.03571428571428571,0.5632285220009959
Pressure_Clean_ApproxLLE__std,0,1,7,8,0.02127848306902564,0.022779667209608213,0.0229993030144239,0.0222310087630993,0.9550893550893552,-0.4652541353298237,-0.03571428571428571,0.9936957789330375,0.03571428571428571,0.4652541353298237
VMD_Mode3_HFD__mean,0,1,7,8,1.1439203753399656,1.1208490297781004,1.1199641059961902,1.122030440209175,0.9550893550893552,0.4233838213393673,0.03571428571428571,0.9936957789330375,0.03571428571428571,0.4233838213393673
VMD_Mode4_PS_EigRatio12__std,0,1,7,8,0.21957984540247483,0.1880428175467482,0.1804664585788565,0.1846949951028548,0.9550893550893552,0.3304762050435314,-0.03571428571428571,0.9936957789330375,0.03571428571428571,0.3304762050435314
VMD_Mode3_PS_MeanStep__iqr,0,1,7,8,0.11616300880831233,0.13435081601565496,0.1043325339921181,0.13986167983341535,0.9550893550893552,-0.3077234635547251,-0.03571428571428571,0.9936957789330375,0.03571428571428571,0.3077234635547251
VMD_Mode4_Skewness__iqr,0,1,7,8,0.06463477466007546,0.07144527324581426,0.0658167879605649,0.06503587719095,0.9550893550893552,-0.2851827196135795,-0.03571428571428571,0.9936957789330375,0.03571428571428571,0.2851827196135795
VMD_Mode4_RQA_DET__std,0,1,7,8,0.013042739529285129,0.011219971369140037,0.0102724692908229,0.00993050898278695,0.9550893550893552,0.27406021672784664,-0.03571428571428571,0.9936957789330375,0.03571428571428571,0.27406021672784664
VMD_Reconstructed_Mean__median,0,1,7,8,110.21445968646005,108.64416867942415,108.78991790590528,108.36171460174644,0.9550893550893552,0.2720907276230111,-0.03571428571428571,0.9936957789330375,0.03571428571428571,0.2720907276230111
Pressure_Clean_Mean__median,0,1,7,8,110.21373012403102,108.64641319142184,108.79257450569013,108.36323966522542,0.9550893550893552,0.27153834612703337,-0.03571428571428571,0.9936957789330375,0.03571428571428571,0.27153834612703337
Pressure_Clean_PFD__iqr,0,1,7,8,0.005300945136530129,0.004865681544117337,0.0046386801904916,0.0044717727123958,0.9550893550893552,0.22140056219710058,0.03571428571428571,0.9936957789330375,0.03571428571428571,0.22140056219710058
VMD_Mode3_RQA_L_max__std,0,1,7,8,13.877855664656506,13.164788426710118,11.495673090988774,12.803699643554896,0.9550893550893552,0.22059689934822227,-0.03571428571428571,0.9936957789330375,0.03571428571428571,0.22059689934822227
VMD_Mode3_PermEn__std,0,1,7,8,0.01943344692939696,0.02009878069766219,0.0193900923834539,0.0191613207497471,0.9550893550893552,-0.18664716038894077,-0.03571428571428571,0.9936957789330375,0.03571428571428571,0.18664716038894077
VMD_Mode4_KFD__std,0,1,7,8,0.25032455352282135,0.23957433365547048,0.2432856859776455,0.2434706061248262,0.9550893550893552,0.18381188221617484,-0.03571428571428571,0.9936957789330375,0.03571428571428571,0.18381188221617484
Pressure_Clean_KFD__iqr,0,1,7,8,0.31687987132270284,0.3300456432082499,0.3516914817919483,0.33897648294972715,0.9550893550893552,-0.15724117955894898,-0.03571428571428571,0.9936957789330375,0.03571428571428571,0.15724117955894898
VMD_Mode3_PS_EigRatio12__std,0,1,7,8,0.2650673663164488,0.2616718749839174,0.259595188801818,0.26414903346889856,0.9550893550893552,0.14255581419877217,0.03571428571428571,0.9936957789330375,0.03571428571428571,0.14255581419877217
VMD_Mode3_Kurtosis__median,0,1,7,8,3.333371276931071,3.431996001866649,3.291972945731006,3.2222901831388446,0.9550893550893552,-0.13636361216982276,0.03571428571428571,0.9936957789330375,0.03571428571428571,0.13636361216982276
Pressure_Clean_RQA_epsilon__mean,0,1,7,8,1.1979036095334927,1.1742480460745561,1.2851147648823225,1.1537185766524298,0.9550893550893552,0.12952725624979114,0.03571428571428571,0.9936957789330375,0.03571428571428571,0.12952725624979114
VMD_Mode4_Tau__std,0,1,7,8,0.36409849633797464,0.3806594357295508,0.3755338080994054,0.4306487765646463,0.9550893550893552,-0.1156320276369303,-0.03571428571428571,0.9936957789330375,0.03571428571428571,0.1156320276369303
VMD_Mode3_Tau__mean,0,1,7,8,6.55050988410204,6.672131996641641,6.8474576271186445,6.63189448441247,0.9550893550893552,-0.10794720902427389,0.03571428571428571,0.9936957789330375,0.03571428571428571,0.10794720902427389
VMD_Mode3_PS_EigRatio12__mean,0,1,7,8,1.6922921102889836,1.6986161292012434,1.6892846745588033,1.7177580068735945,0.9550893550893552,-0.10774253485719751,-0.03571428571428571,0.9936957789330375,0.03571428571428571,0.10774253485719751
VMD_Reconstructed_RQA_LAM__median,0,1,7,8,0.9530823620700035,0.9549896049857807,0.9525053295720668,0.9567152105592069,0.9550893550893552,-0.10628361111700713,-0.03571428571428571,0.9936957789330375,0.03571428571428571,0.10628361111700713
VMD_Mode3_Kurtosis__mean,0,1,7,8,3.6961748123222917,3.770978569889956,3.6503684103810032,3.6043930202481977,0.9550893550893552,-0.10395878892577785,-0.03571428571428571,0.9936957789330375,0.03571428571428571,0.10395878892577785
VMD_Mode3_PS_EigRatio12__median,0,1,7,8,1.790394105652036,1.7827995921617577,1.8074087552557576,1.8081937125620786,0.9550893550893552,0.09479886946991027,0.03571428571428571,0.9936957789330375,0.03571428571428571,0.09479886946991027
VMD_Reconstructed_RQA_DET__iqr,0,1,7,8,0.06438178437148782,0.06686047747159755,0.0634809813088754,0.07362995595532175,0.9550893550893552,-0.09263890934153719,-0.03571428571428571,0.9936957789330375,0.03571428571428571,0.09263890934153719
VMD_Reconstructed_KFD__iqr,0,1,7,8,0.27613222202568327,0.2821249489070077,0.2813904198382324,0.2985758232028219,0.9550893550893552,-0.08398142270163265,0.03571428571428571,0.9936957789330375,0.03571428571428571,0.08398142270163265
Pressure_Clean_Tau__median,0,1,7,8,7.142857142857143,7.0625,7.0,7.0,0.9521173592265316,0.07461989640480947,0.03571428571428571,0.9936957789330375,0.03571428571428571,0.07461989640480947
VMD_Mode3_Tau__std,0,1,7,8,0.7426809814596618,0.7280390978175187,0.7321141582036941,0.7134724933739275,0.9550893550893552,0.06994397118857462,-0.03571428571428571,0.9936957789330375,0.03571428571428571,0.06994397118857462
VMD_Mode3_EmbeddingDim__std,0,1,7,8,0.3901739584682905,0.38636158331672066,0.4036867138796656,0.37718152539441197,0.9550893550893552,0.05404642143918201,0.03571428571428571,0.9936957789330375,0.03571428571428571,0.05404642143918201
VMD_Mode3_RQA_RR__mean,0,1,7,8,0.04771528622661335,0.047693416055434486,0.0476273678577056,0.047708968784727995,0.9550893550893552,0.05367380145154871,-0.03571428571428571,0.9936957789330375,0.03571428571428571,0.05367380145154871
Pressure_Clean_RQA_RR__median,0,1,7,8,0.04749602463453224,0.047515352142784746,0.047542242703533,0.0475327572043747,0.953608235209674,-0.05050486917751587,-0.03571428571428571,0.9936957789330375,0.03571428571428571,0.05050486917751587
VMD_Mode4_PS_MeanStep__median,0,1,7,8,0.7389734872034605,0.7321180300033746,0.7257997318240049,0.75041617840735,0.9550893550893552,0.03440217543199069,-0.03571428571428571,0.9936957789330375,0.03571428571428571,0.03440217543199069
Pressure_Clean_RQA_epsilon__std,0,1,7,8,0.5719179701796813,0.5735133829854502,0.5826076791589502,0.5485778621167376,0.9550893550893552,-0.005577676602220205,-0.03571428571428571,0.9936957789330375,0.03571428571428571,0.005577676602220205
VMD_Mode3_RQA_DET__median,0,1,7,8,0.9880649096148237,0.9911020975714818,0.9922680412371132,0.9911167696217176,1.0,-0.5448467364432902,0.0,1.0,0.0,0.5448467364432902
VMD_Mode3_RQA_DET__std,0,1,7,8,0.005761390066613785,0.004503458680459462,0.0040885724875357,0.004851882867335,1.0,0.39903997485022463,0.0,1.0,0.0,0.39903997485022463
Pressure_Clean_RQA_TT__iqr,0,1,7,8,1.6021682897980776,1.7929256690547535,1.5420015576888364,1.7142027304299636,1.0,-0.24937208676365713,0.0,1.0,0.0,0.24937208676365713
Pressure_Clean_RQA_V_mean__iqr,0,1,7,8,1.6021682897980776,1.7929256690547535,1.5420015576888364,1.7142027304299636,1.0,-0.24937208676365713,0.0,1.0,0.0,0.24937208676365713
VMD_Mode4_RQA_DET__iqr,0,1,7,8,0.010971216861905813,0.012013526044411912,0.0108235294117645,0.01081132137864815,1.0,-0.2396331614302862,0.0,1.0,0.0,0.2396331614302862
VMD_Reconstructed_HFD__median,0,1,7,8,1.2763173984335825,1.2622923926635976,1.2427847798986005,1.2501920263031887,1.0,0.1643191796796108,0.0,1.0,0.0,0.1643191796796108
VMD_Mode3_PS_MeanStep__median,0,1,7,8,0.4442915705448427,0.42816732169865357,0.4376580371297475,0.43595583887915995,1.0,0.14504815585988431,0.0,1.0,0.0,0.14504815585988431
VMD_Mode3_PS_TrajectoryLength__median,0,1,7,8,126.41504665831421,121.68586510562882,124.37381349889452,123.86708988522454,1.0,0.14391930181031548,0.0,1.0,0.0,0.14391930181031548
VMD_Mode3_PermEn__mean,0,1,7,8,0.9636515995750364,0.9640333558322769,0.9662168879869292,0.9648908081083104,1.0,-0.08450221158596286,0.0,1.0,0.0,0.08450221158596286
Pressure_Clean_Tau__mean,0,1,7,8,7.403483595259914,7.324095711901224,7.619883040935672,7.368756423432682,1.0,0.07662761209663344,0.0,1.0,0.0,0.07662761209663344
Pressure_Clean_PFD__std,0,1,7,8,0.003920357653825972,0.003966063775194213,0.0031984886120831,0.0041037085394823,1.0,-0.031478937034245334,0.0,1.0,0.0,0.031478937034245334
Pressure_Clean_HFD__iqr,0,1,7,8,0.12819052878452222,0.12901685364717635,0.1309121175370533,0.12059713896924851,1.0,-0.022304073637206285,0.0,1.0,0.0,0.022304073637206285
VMD_Mode4_EmbeddedVectors__iqr,0,1,7,8,1.4285714285714286,1.4375,1.0,1.0,1.0,-0.015289843437038838,0.0,1.0,0.0,0.015289843437038838
Pressure_Clean_EmbeddingDim__median,0,1,7,8,4.0,4.0,4.0,4.0,1.0,,0.0,1.0,0.0,
Pressure_Clean_NumPoints__iqr,0,1,7,8,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.0,
VMD_Mode3_EmbeddingDim__median,0,1,7,8,3.0,3.0,3.0,3.0,1.0,,0.0,1.0,0.0,
VMD_Mode3_EmbeddingDim__iqr,0,1,7,8,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,
VMD_Mode3_NumPoints__iqr,0,1,7,8,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.0,
VMD_Mode4_EmbeddingDim__median,0,1,7,8,3.0,3.0,3.0,3.0,1.0,,0.0,1.0,0.0,
VMD_Mode4_EmbeddingDim__iqr,0,1,7,8,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,
VMD_Mode4_NumPoints__iqr,0,1,7,8,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.0,
VMD_Reconstructed_EmbeddingDim__iqr,0,1,7,8,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.0,
VMD_Reconstructed_NumPoints__iqr,0,1,7,8,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.0,
