Signal,Std,Residual_MAD,FirstDiff_MAD,FirstDiffEnergy,ValidPoints,Residual_MAD_Reduction_%,FirstDiff_MAD_Reduction_%,FirstDiffEnergy_Reduction_%
Raw,1.5612565231119464,0.2760950437709477,0.2372296785833,5378.8932046064465,15165,0.0,0.0,0.0
RangeFixed,1.3245324755713912,0.2758416450021396,0.23683231356423512,2734.1544071930584,15165,0.0917795424464469,0.16750223655103075,49.16882891721963
Preclean,1.324884887179486,0.27624547704585856,0.2369907267699074,2762.927436110259,15165,-0.05448604665675139,0.1007259352254387,48.63390420645285
Clean,1.3145013025736836,0.2522356732304891,0.16245564608103827,1823.0969894251227,15165,8.641723563076848,31.519678580523408,66.10646614317427
