Mode,DominantFreq_Hz,EnergyRatio,SignalCorrelation,EventCorrelation,EventEnergyRatio,ArtifactEnergyRatio,SpectralEntropy,Kurtosis,TemporalContinuity,PhysioKeepScore,Selected
1,6.99457221198048e-05,0.7007948559291552,0.8746807307511555,-0.2039764629317135,0.09266234853060779,0.08917460689059649,0.2599150056779667,2.9118380943038953,0.9999300231475229,0.3253411200912515,True
2,0.006574897879261651,0.07878477687947348,0.41754237612506645,0.30193494708166074,0.19455671820060708,0.08217247549463708,0.5681664783846441,16.21450489086164,0.9941777171659735,0.21344759492813897,True
3,0.0233618711880148,0.03982150832546665,0.30335660174543094,0.7430963257783694,0.289431104964202,0.02364777098121044,0.5871162813292053,7.377169113538223,0.9681183640371717,0.38479720991150107,True
4,0.041198030328565026,0.024857253292214446,0.23943514116848352,0.5769019923292631,0.2405451133089675,0.018592187723943252,0.6098586788294077,7.381639257102228,0.9125535509624487,0.3076623244400429,True
5,0.06448995579446003,0.012868254605206792,0.18000082578524665,0.4675530254693014,0.18765394106446298,0.013237356938553872,0.6459107554467413,7.425356465962916,0.8045308845843973,0.23555352017325243,True
6,0.11422136422164124,0.006012494640990958,0.12918754241430047,0.2791487418311131,0.14263444374846126,0.013433224201972554,0.7000253623968985,12.090298408713549,0.6031012628545819,0.09524770762540657,False
