Feature,MethodA,MethodB,N_A,N_B,Mean_A,Mean_B,Median_A,Median_B,Std_A,Std_B,MeanDiff_A_minus_B,CohenD,CliffsDelta,MannWhitney_p,TTest_p,FDR_q,AbsCliffsDelta,AbsCohenD
VMD_Mode4_RQA_DET,event_guided,fixed,101,101,0.9836860346689758,0.9793406946244022,0.9854709418837673,0.9812252964426875,0.009126513017987272,0.011492146293635786,0.004345340044573542,0.4187487811767352,0.26085677874718166,0.0013654411589620933,0.003301894012189615,0.03003970549716605,0.26085677874718166,0.4187487811767352
VMD_Mode4_HFD,event_guided,fixed,101,101,1.1959425532377026,1.2046837396269727,1.1975407986380477,1.2016688508052842,0.02002762809578821,0.02066821824154084,-0.008741186389270128,-0.42953295956461707,-0.24085873933928045,0.003115527888572654,0.002578850185833292,0.03916663631348479,0.24085873933928045,0.42953295956461707
VMD_Mode3_RQA_LAM,event_guided,fixed,101,101,0.9849430051390404,0.9869822386870877,0.9858870967741933,0.9870759289176088,0.009267315565131537,0.006642266010211158,-0.002039233548047248,-0.2529330334499903,-0.12979119694147634,0.11129158896990812,0.07393214924039063,0.2653465365472199,0.12979119694147634,0.2529330334499903
VMD_Mode4_RQA_LAM,event_guided,fixed,101,101,0.9430892420326216,0.9458997864164685,0.9412055335968378,0.9508072653884962,0.025858702828808332,0.028720284665073734,-0.00281054438384698,-0.10284871465163162,-0.08126654249583375,0.3189545919476434,0.46571872044516505,0.5622535798694092,0.08126654249583375,0.10284871465163162
VMD_Mode3_PS_LogVolume,event_guided,fixed,101,101,-0.7185069414204566,-0.4172404543379295,-1.1341777801396042,-0.7218031551560049,2.139542257695783,2.303520607935344,-0.30126648708252707,-0.13551981073851352,-0.08107048328595236,0.3201282680315841,0.33669208808219087,0.5622535798694092,0.08107048328595236,0.13551981073851352
VMD_Mode3_HFD,event_guided,fixed,101,101,1.0771714918111002,1.0788682509398992,1.0752720244744307,1.0772345225331474,0.01144566107225454,0.013437402030601555,-0.0016967591287990746,-0.13594383405126872,-0.08009018723654544,0.3260219764365099,0.33520911703654555,0.5622535798694092,0.08009018723654544,0.13594383405126872
VMD_Mode3_ApproxLLE,event_guided,fixed,101,101,0.05629932621138854,0.053804176093897114,0.0562715422312685,0.054999128953110724,0.017221598819372172,0.017343993420600726,0.002495150117491428,0.14437099517477472,0.07754141750808745,0.3416735068675716,0.3061550830886637,0.5622535798694092,0.07754141750808745,0.14437099517477472
VMD_Mode3_RQA_DET,event_guided,fixed,101,101,0.9939933329015395,0.9936426954865347,0.9942468619246859,0.9939455095862763,0.003185766440040344,0.0030871066984558375,0.00035063741500473977,0.11178101221846122,0.07665915106362121,0.3471511828704885,0.4279322364708441,0.5622535798694092,0.07665915106362121,0.11178101221846122
VMD_Mode4_PermEn,event_guided,fixed,101,101,0.9704030352796021,0.9723611251881724,0.9714230018453215,0.9726416467123407,0.01648917515109002,0.014708390669116826,-0.0019580899085702708,-0.12532437584730396,-0.06901284187824723,0.3974695956514439,0.3742293225789136,0.5733987609397879,0.06901284187824723,0.12532437584730396
VMD_Mode3_SampEn,event_guided,fixed,101,101,0.41045478995223994,0.4025721049874731,0.44390149367989745,0.42475649123402853,0.11819012200280284,0.11509198617325916,0.00788268496476685,0.06757474855164954,0.058719733359474564,0.4716679687988524,0.6316040868784969,0.6348356021250536,0.058719733359474564,0.06757474855164954
VMD_Mode3_PermEn,event_guided,fixed,101,101,0.9572777741652762,0.9584450351328322,0.9594197107391044,0.9650541727255826,0.023181092466686638,0.024656865117115588,-0.0011672609675560386,-0.0487774139904172,-0.04225075972943829,0.6047661395161048,0.7292361184050915,0.7412131569275706,0.04225075972943829,0.0487774139904172
VMD_Mode4_SampEn,event_guided,fixed,101,101,0.47514842918008693,0.47727926552891303,0.5109983337214823,0.5242009477430523,0.12977787433559684,0.1365591515641359,-0.002130836348826104,-0.015995868334795615,-0.025193608469757867,0.7579849172943052,0.9096121271369968,0.8662684769077773,0.025193608469757867,0.015995868334795615
VMD_Mode4_PS_LogVolume,event_guided,fixed,101,101,-0.39583318523416056,-0.22304541603329672,-0.9890799489616573,-0.9105084259468035,2.117602693658653,2.596958938302121,-0.17278776920086383,-0.07292364096862079,-0.02303695716106264,0.7782132217170505,0.6049008958336078,0.8779841475782109,0.02303695716106264,0.07292364096862079
VMD_Mode4_ApproxLLE,event_guided,fixed,101,101,0.07002616903847562,0.06958540015856318,0.07191682837282347,0.07125980459168235,0.01337043284051751,0.0152594728394861,0.0004407688799124426,0.030723995666399804,0.0059798059013822175,0.9424288139310752,0.8273945573135082,0.9833173381972955,0.0059798059013822175,0.030723995666399804
