Mode,DominantFreq_Hz,EnergyRatio,SignalCorrelation,EventCorrelation,EventEnergyRatio,ArtifactEnergyRatio,SpectralEntropy,Kurtosis,TemporalContinuity,PhysioKeepScore,Selected
1,7.924432610644299e-05,0.8700367257947755,0.9416615767483969,0.3786307059777347,0.050886008445615236,0.0049824198785048774,0.17137787432299628,2.6034786292437646,0.9999703581180576,0.4575480696212999,True
2,0.0158488652212886,0.021614545719873497,0.21845249714185389,0.5183031029182545,0.2900718011250181,0.02325553521485891,0.5831464275626193,11.954916166118176,0.9868490604674555,0.3150540611141687,True
3,0.030271332572661222,0.0239157985448101,0.21397328720495065,0.6826511696729125,0.3464546055895183,0.04359423979223999,0.571838620583799,32.723870821460956,0.9424521873460356,0.29787210358064303,True
4,0.04334664638022431,0.01664198647849522,0.1872894352839696,0.7105524008748078,0.28697783165476937,0.016491421383436046,0.5854480888271525,32.46038806279249,0.8919126644417412,0.2844463487275049,True
5,0.06957651832145693,0.010658367324901469,0.14576315173411059,0.6891485622249103,0.2495315530314123,0.031664519709017167,0.619656718988301,23.522447582848283,0.7845112217775284,0.2641111655679165,True
6,0.10523646506935629,0.003980202330984593,0.10177625594334289,0.4674997997655457,0.24351570620393004,0.024349909266266945,0.670439677060434,16.666511011104966,0.6352824420346355,0.18804515018540163,True
