Feature,MethodA,MethodB,N_A,N_B,Mean_A,Mean_B,Median_A,Median_B,Std_A,Std_B,MeanDiff_A_minus_B,CohenD,CliffsDelta,MannWhitney_p,TTest_p,FDR_q,AbsCliffsDelta,AbsCohenD
VMD_Mode4_PermEn,event_guided,fixed,43,43,0.9616342769796251,0.9683560949069739,0.9646899882834167,0.9668990785127933,0.015046041118478452,0.007170561697029276,-0.006721817927348828,-0.5703420347893262,-0.35640886965927526,0.004489192175544486,0.010418872010369276,0.1975244557239574,0.35640886965927526,0.5703420347893262
VMD_Mode4_RQA_DET,event_guided,fixed,43,43,0.9558827885242236,0.9516006621258599,0.960470588235294,0.9521327014218007,0.017521463538638555,0.01784043330059218,0.004282126398363673,0.24217887545720795,0.2509464575446187,0.04553373126819058,0.2646644964883333,0.9905849919074846,0.2509464575446187,0.24217887545720795
VMD_Mode4_ApproxLLE,event_guided,fixed,43,43,0.10784467766503542,0.10406647677119833,0.10910601507674791,0.1023832859575634,0.010996998112201345,0.011653908087927588,0.003778200893837083,0.333462420054313,0.19091400757166035,0.1284831620322663,0.12582785671884525,0.9905849919074846,0.19091400757166035,0.333462420054313
VMD_Mode4_HFD,event_guided,fixed,43,43,1.5647743622289367,1.5739898520277853,1.560624026427714,1.5789571893409868,0.03390814097945316,0.031385041988004035,-0.009215489798848564,-0.28206978295422175,-0.15413737155219037,0.22002827764893118,0.19449518553168338,0.9905849919074846,0.15413737155219037,0.28206978295422175
VMD_Mode3_RQA_LAM,event_guided,fixed,43,43,0.9650165553837783,0.9628896522118616,0.9664328657314627,0.9639328063241105,0.011575083744676896,0.012837369242252414,0.002126903171916661,0.17401492952346928,0.07355327203893997,0.5598879196579724,0.42204195901855257,0.9905849919074846,0.07355327203893997,0.17401492952346928
VMD_Mode3_PS_LogVolume,event_guided,fixed,43,43,-0.3266329625883166,-0.6023878451913771,-0.4083451339872277,-0.8621890656561566,1.4847303450704268,1.2999031102468595,0.2757548826030605,0.1976198783007247,0.06544077879935101,0.6043050971747654,0.36216504720444487,0.9905849919074846,0.06544077879935101,0.1976198783007247
VMD_Mode4_SampEn,event_guided,fixed,43,43,0.5016599715075416,0.48779452903512777,0.5427514717412529,0.5258173555304659,0.10440433181257285,0.11510597470751305,0.013865442472413836,0.12618081013361274,0.061114115738236885,0.6286189668796873,0.5600795980204563,0.9905849919074846,0.061114115738236885,0.12618081013361274
VMD_Mode3_SampEn,event_guided,fixed,43,43,0.5063632761893592,0.5197642152857255,0.5360349544102373,0.5435391536761438,0.08951257543359835,0.0688762581439886,-0.013400939096366304,-0.1677974993298163,-0.04813412655489454,0.7039248764743562,0.4388716524668168,0.9905849919074846,0.04813412655489454,0.1677974993298163
VMD_Mode3_PermEn,event_guided,fixed,43,43,0.9662168879869293,0.9648497433067789,0.9670220512612062,0.9702517166756924,0.018796981252903244,0.024593356971814688,0.0013671446801504228,0.062461228510274004,-0.04597079502433748,0.7167888933144382,0.7728691101879218,0.9905849919074846,0.04597079502433748,0.062461228510274004
VMD_Mode3_ApproxLLE,event_guided,fixed,43,43,0.06716669337416191,0.06706880784913996,0.06620188280071054,0.06847367596587207,0.015166491713195836,0.01787469661782166,9.788552502194847e-05,0.005905257716774084,0.012439156300703082,0.9243093326398902,0.9782220780943931,0.9905849919074846,0.012439156300703082,0.005905257716774084
VMD_Mode4_RQA_LAM,event_guided,fixed,43,43,0.8229140026392954,0.8224316510190638,0.8451764705882351,0.8364928909952605,0.07713864866993728,0.08828046238898139,0.0004823516202315803,0.005818689059334447,-0.010275824770146024,0.9380404971979796,0.9785407093866569,0.9905849919074846,0.010275824770146024,0.005818689059334447
VMD_Mode4_PS_LogVolume,event_guided,fixed,43,43,-0.44287655251050906,-0.39037129007490157,-1.0391766262428601,-0.9400501984855649,1.8958475998595221,1.9454970875113737,-0.05250526243560749,-0.027334634920374586,-0.0037858301784748512,0.9793283442721723,0.8994449463862129,0.9905849919074846,0.0037858301784748512,0.027334634920374586
VMD_Mode3_HFD,event_guided,fixed,43,43,1.1561971828457707,1.1563501510423062,1.1563487800005674,1.1560398103064977,0.017550722511275926,0.015576839313165263,-0.00015296819653554117,-0.009218751288816752,0.0037858301784748512,0.9793283442721723,0.9660072095393255,0.9905849919074846,0.0037858301784748512,0.009218751288816752
VMD_Mode3_RQA_DET,event_guided,fixed,43,43,0.9835385922485298,0.9830739960581094,0.9836956521739129,0.9847207586933612,0.005232467816469718,0.006367316343293269,0.00046459619042038547,0.07972365660232629,0.001081665765278529,0.9965540566322638,0.7125985139198483,0.9965540566322638,0.001081665765278529,0.07972365660232629
