Mode,DominantFreq_Hz,EnergyRatio,SignalCorrelation,EventCorrelation,EventEnergyRatio,ArtifactEnergyRatio,SpectralEntropy,Kurtosis,TemporalContinuity,PhysioKeepScore,Selected
1,9.071775890870394e-05,0.47302649102898336,0.7547280005684919,-0.42528644193525955,0.20427159432608405,0.030399982245019063,0.3637240106869549,4.711933647860327,0.9997129712993162,0.32378815723557597,True
2,0.01451484142539263,0.12912748878175848,0.5220623714918164,0.5774363304650919,0.23591245446327813,0.05626557917547969,0.5869421973951345,5.305653264788807,0.9876880449240282,0.3975588029241655,True
3,0.03084403802895934,0.06123955952820145,0.3846588268646469,0.7168385419152997,0.22634177975799838,0.0578703209245839,0.6224436644828073,7.05088294138407,0.9343684922128446,0.38307950358918946,True
4,0.06985267435970204,0.04247193090611289,0.3209061934296853,0.44528041078915725,0.08573267354927949,0.048609871347545824,0.646012540143207,7.483146827982043,0.7941325104606944,0.24604722404108162,True
5,0.09244139632796931,0.04493562534640257,0.3037023098752512,0.4319379730320007,0.055395603719940886,0.02551461766362478,0.644685259534956,13.824765044550912,0.6759034825912726,0.19668799157657238,True
6,0.35806299441265443,0.000289498084958363,0.05143708186793893,0.09227622270993789,0.29903028991967556,0.05052951627131991,0.718323240327504,32.15833644793733,0.20900124924161842,-0.03439458383431632,False
